ID;Temperatura;Humedad;Relacion_a_c;Edad;Resistencia;Aditivo_id
1049;10;50;0.5;7;27.50;6
1050;10;50;0.5;7;27.90;6
1051;10;50;0.5;14;33.73;6
1052;10;50;0.5;14;37.16;6
1053;10;50;0.5;14;35.57;6
1054;10;50;0.5;14;32.83;6
1055;10;50;0.5;14;33.53;6
1056;10;50;0.5;14;35.94;6
1057;10;50;0.5;28;38.80;6
1058;10;50;0.5;28;39.46;6
1059;10;50;0.5;28;39.41;6
1060;10;50;0.5;28;44.79;6
1061;10;50;0.5;28;42.50;6
1062;10;50;0.5;28;43.49;6
1063;10;50;0.5;7;27.50;7
1064;10;50;0.5;7;28.65;7
1065;10;50;0.5;7;28.75;7
1066;10;50;0.5;7;28.81;7
1067;10;50;0.5;7;26.79;7
1068;10;50;0.5;7;29.79;7
1069;10;50;0.5;14;39.56;7
1070;10;50;0.5;14;37.12;7
1071;10;50;0.5;14;34.92;7
1072;10;50;0.5;14;38.69;7
1073;10;50;0.5;14;34.37;7
1074;10;50;0.5;14;36.07;7
1075;10;50;0.5;28;45.23;7
1076;10;50;0.5;28;44.20;7
1077;10;50;0.5;28;47.47;7
1078;10;50;0.5;28;43.77;7
1079;10;50;0.5;28;46.29;7
1080;10;50;0.5;28;45.55;7
1081;10;70;0.4;7;26.98;1
1082;10;70;0.4;7;27.51;1
1083;10;70;0.4;7;28.66;1
1084;10;70;0.4;7;28.01;1
1085;10;70;0.4;7;25.39;1
1086;10;70;0.4;7;29.04;1
1087;10;70;0.4;14;35.15;1
1088;10;70;0.4;14;34.41;1
1089;10;70;0.4;14;38.93;1
1090;10;70;0.4;14;33.72;1
1091;10;70;0.4;14;35.28;1
1092;10;70;0.4;14;32.23;1
1093;10;70;0.4;28;46.60;1
1094;10;70;0.4;28;43.71;1
1095;10;70;0.4;28;42.04;1
1096;10;70;0.4;28;45.37;1
1097;10;70;0.4;28;43.57;1
1098;10;70;0.4;28;43.11;1
1099;10;70;0.4;7;30.27;5
1100;10;70;0.4;7;28.52;5
1101;10;70;0.4;7;28.06;5
1102;10;70;0.4;7;28.64;5
1103;10;70;0.4;7;29.03;5
1104;10;70;0.4;7;30.32;5
1105;10;70;0.4;14;39.32;5
1106;10;70;0.4;14;36.33;5
1107;10;70;0.4;14;42.93;5
1108;10;70;0.4;14;40.11;5
1109;10;70;0.4;14;39.66;5
1110;10;70;0.4;14;39.85;5
1111;10;70;0.4;28;42.66;5
1112;10;70;0.4;28;45.34;5
1113;10;70;0.4;28;45.06;5
1114;10;70;0.4;28;46.43;5
1115;10;70;0.4;28;45.20;5
1116;10;70;0.4;28;46.29;5
1117;10;70;0.4;7;31.75;6
1118;10;70;0.4;7;31.93;6
1119;10;70;0.4;7;31.25;6
1120;10;70;0.4;7;26.94;6
1121;10;70;0.4;7;31.58;6
1122;10;70;0.4;7;32.58;6
1123;10;70;0.4;14;43.32;6
1124;10;70;0.4;14;38.06;6
1125;10;70;0.4;14;38.10;6
1126;10;70;0.4;14;39.51;6
1127;10;70;0.4;14;39.21;6
1128;10;70;0.4;14;42.68;6
1129;10;70;0.4;28;48.16;6
1130;10;70;0.4;28;49.35;6
1131;10;70;0.4;28;47.34;6
1132;10;70;0.4;28;44.82;6
1133;10;70;0.4;28;42.21;6
1134;10;70;0.4;28;46.13;6
1135;10;70;0.4;7;29.53;7
1136;10;70;0.4;7;33.42;7
1137;10;70;0.4;7;32.77;7
1138;10;70;0.4;7;33.23;7
1139;10;70;0.4;7;32.15;7
1140;10;70;0.4;7;30.95;7
1141;10;70;0.4;14;40.75;7
1142;10;70;0.4;14;41.82;7
1143;10;70;0.4;14;40.47;7
1144;10;70;0.4;14;39.06;7
1145;10;70;0.4;14;44.37;7
1146;10;70;0.4;14;44.13;7
1147;10;70;0.4;28;48.14;7
1148;10;70;0.4;28;51.14;7
1149;10;70;0.4;28;48.82;7
1150;10;70;0.4;28;53.32;7
1151;10;70;0.4;28;50.62;7
1152;10;70;0.4;28;50.40;7
1153;10;70;0.45;7;25.57;1
1154;10;70;0.45;7;26.86;1
1155;10;70;0.45;7;27.28;1
1156;10;70;0.45;7;25.86;1
1157;10;70;0.45;7;29.02;1
1158;10;70;0.45;7;29.18;1
1159;10;70;0.45;14;33.58;1
1160;10;70;0.45;14;35.84;1
1161;10;70;0.45;14;37.94;1
1162;10;70;0.45;14;32.61;1
1163;10;70;0.45;14;37.90;1
1164;10;70;0.45;14;32.66;1
1165;10;70;0.45;28;43.03;1
1166;10;70;0.45;28;41.57;1
1167;10;70;0.45;28;40.05;1
1168;10;70;0.45;28;40.00;1
1169;10;70;0.45;28;42.36;1
1170;10;70;0.45;28;41.86;1
1171;10;70;0.45;7;29.99;5
1172;10;70;0.45;7;28.42;5
1173;10;70;0.45;7;31.31;5
1174;10;70;0.45;7;28.50;5
1175;10;70;0.45;7;25.90;5
1176;10;70;0.45;7;27.77;5
1177;10;70;0.45;14;35.15;5
1178;10;70;0.45;14;40.43;5
1179;10;70;0.45;14;35.79;5
1180;10;70;0.45;14;40.69;5
1181;10;70;0.45;14;36.70;5
1182;10;70;0.45;14;35.60;5
1183;10;70;0.45;28;40.46;5
1184;10;70;0.45;28;41.64;5
1185;10;70;0.45;28;38.37;5
1186;10;70;0.45;28;43.86;5
1187;10;70;0.45;28;42.58;5
1188;10;70;0.45;28;47.80;5
1189;10;70;0.45;7;32.76;6
1190;10;70;0.45;7;28.24;6
1191;10;70;0.45;7;29.01;6
1192;10;70;0.45;7;29.17;6
1193;10;70;0.45;7;29.50;6
1194;10;70;0.45;7;29.90;6
1195;10;70;0.45;14;38.17;6
1196;10;70;0.45;14;37.87;6
1197;10;70;0.45;14;37.55;6
1198;10;70;0.45;14;41.05;6
1199;10;70;0.45;14;34.83;6
1200;10;70;0.45;14;40.34;6
1201;10;70;0.45;28;43.07;6
1202;10;70;0.45;28;47.49;6
1203;10;70;0.45;28;44.35;6
1204;10;70;0.45;28;48.31;6
1205;10;70;0.45;28;43.05;6
1206;10;70;0.45;28;41.84;6
1207;10;70;0.45;7;31.85;7
1208;10;70;0.45;7;30.70;7
1209;10;70;0.45;7;30.04;7
1210;10;70;0.45;7;29.03;7
1211;10;70;0.45;7;28.80;7
1212;10;70;0.45;7;31.57;7
1213;10;70;0.45;14;43.09;7
1214;10;70;0.45;14;40.84;7
1215;10;70;0.45;14;39.85;7
1216;10;70;0.45;14;44.06;7
1217;10;70;0.45;14;39.92;7
1218;10;70;0.45;14;39.38;7
1219;10;70;0.45;28;45.77;7
1220;10;70;0.45;28;53.44;7
1221;10;70;0.45;28;45.88;7
1222;10;70;0.45;28;46.99;7
1223;10;70;0.45;28;46.61;7
1224;10;70;0.45;28;49.83;7
1225;25;20;0.45;7;27.83;1
1226;25;20;0.45;7;27.70;1
1227;25;20;0.45;7;29.17;1
1228;25;20;0.45;7;27.57;1
1229;25;20;0.45;7;27.25;1
1230;25;20;0.45;7;30.04;1
1231;25;20;0.45;14;38.69;1
1232;25;20;0.45;14;37.34;1
1233;25;20;0.45;14;35.77;1
1234;25;20;0.45;14;37.97;1
1235;25;20;0.45;14;38.09;1
1236;25;20;0.45;14;35.93;1
1237;25;20;0.45;28;41.29;1
1238;25;20;0.45;28;48.84;1
1239;25;20;0.45;28;43.25;1
1240;25;20;0.45;28;45.70;1
1241;25;20;0.45;28;40.95;1
1242;25;20;0.45;28;44.70;1
1243;25;20;0.45;7;29.36;5
1244;25;20;0.45;7;29.30;5
1245;25;20;0.45;7;27.90;5
1246;25;20;0.45;7;28.33;5
1247;25;20;0.45;7;30.19;5
1248;25;20;0.45;7;29.98;5
1249;25;20;0.45;14;40.83;5
1250;25;20;0.45;14;34.00;5
1251;25;20;0.45;14;40.58;5
1252;25;20;0.45;14;38.68;5
1253;25;20;0.45;14;36.89;5
1254;25;20;0.45;14;37.83;5
1255;25;20;0.45;28;43.66;5
1256;25;20;0.45;28;48.57;5
1257;25;20;0.45;28;47.01;5
1258;25;20;0.45;28;48.18;5
1259;25;20;0.45;28;44.57;5
1260;25;20;0.45;28;47.28;5
1261;25;20;0.45;7;31.13;6
1262;25;20;0.45;7;32.63;6
1263;25;20;0.45;7;30.81;6
1264;25;20;0.45;7;31.56;6
1265;25;20;0.45;7;31.87;6
1266;25;20;0.45;7;30.08;6
1267;25;20;0.45;14;40.51;6
1268;25;20;0.45;14;39.75;6
1269;25;20;0.45;14;41.08;6
1270;25;20;0.45;14;42.41;6
1271;25;20;0.45;14;39.96;6
1272;25;20;0.45;14;39.17;6
1273;25;20;0.45;28;51.40;6
1274;25;20;0.45;28;48.04;6
1275;25;20;0.45;28;46.60;6
1276;25;20;0.45;28;48.52;6
1277;25;20;0.45;28;47.19;6
1278;25;20;0.45;28;45.39;6
1279;25;20;0.45;7;31.88;7
1280;25;20;0.45;7;31.79;7
1281;25;20;0.45;7;30.67;7
1282;25;20;0.45;7;34.32;7
1283;25;20;0.45;7;32.88;7
1284;25;20;0.45;7;32.62;7
1285;25;20;0.45;14;43.68;7
1286;25;20;0.45;14;42.36;7
1287;25;20;0.45;14;43.22;7
1288;25;20;0.45;14;45.58;7
1289;25;20;0.45;14;45.73;7
1290;25;20;0.45;14;39.44;7
1291;25;20;0.45;28;46.30;7
1292;25;20;0.45;28;47.11;7
1293;25;20;0.45;28;50.66;7
1294;25;20;0.45;28;45.29;7
1295;25;20;0.45;28;45.09;7
1296;25;20;0.45;28;49.52;7
1297;25;20;0.5;7;23.97;1
1298;25;20;0.5;7;26.15;1
1299;25;20;0.5;7;26.80;1
1300;25;20;0.5;7;26.46;1
1301;25;20;0.5;7;26.84;1
1302;25;20;0.5;7;26.82;1
1303;25;20;0.5;14;34.14;1
1304;25;20;0.5;14;36.06;1
1305;25;20;0.5;14;35.77;1
1306;25;20;0.5;14;35.44;1
1307;25;20;0.5;14;34.98;1
1308;25;20;0.5;14;34.09;1
1309;25;20;0.5;28;41.85;1
1310;25;20;0.5;28;44.47;1
1311;25;20;0.5;28;41.75;1
1312;25;20;0.5;28;44.28;1
1313;25;20;0.5;28;40.57;1
1314;25;20;0.5;28;42.00;1
1315;25;20;0.5;7;26.77;5
1316;25;20;0.5;7;28.31;5
1317;25;20;0.5;7;28.00;5
1318;25;20;0.5;7;23.69;5
1319;25;20;0.5;7;28.03;5
1320;25;20;0.5;7;29.41;5
1321;25;20;0.5;14;33.93;5
1322;25;20;0.5;14;36.93;5
1323;25;20;0.5;14;38.09;5
1324;25;20;0.5;14;37.69;5
1325;25;20;0.5;14;37.77;5
1326;25;20;0.5;14;33.36;5
1327;25;20;0.5;28;41.51;5
1328;25;20;0.5;28;45.20;5
1329;25;20;0.5;28;45.93;5
1330;25;20;0.5;28;43.60;5
1331;25;20;0.5;28;45.95;5
1332;25;20;0.5;28;46.01;5
1333;25;20;0.5;7;32.03;6
1334;25;20;0.5;7;32.49;6
1335;25;20;0.5;7;25.38;6
1336;25;20;0.5;7;27.48;6
1337;25;20;0.5;7;28.11;6
1338;25;20;0.5;7;30.69;6
1339;25;20;0.5;14;36.65;6
1340;25;20;0.5;14;40.00;6
1341;25;20;0.5;14;40.15;6
1342;25;20;0.5;14;38.19;6
1343;25;20;0.5;14;37.56;6
1344;25;20;0.5;14;37.39;6
1345;25;20;0.5;28;44.27;6
1346;25;20;0.5;28;48.16;6
1347;25;20;0.5;28;47.18;6
1348;25;20;0.5;28;43.15;6
1349;25;20;0.5;28;40.95;6
1350;25;20;0.5;28;49.05;6
1351;25;20;0.5;7;31.71;7
1352;25;20;0.5;7;30.05;7
1353;25;20;0.5;7;32.61;7
1354;25;20;0.5;7;30.29;7
1355;25;20;0.5;7;30.10;7
1356;25;20;0.5;7;33.59;7
1357;25;20;0.5;14;43.61;7
1358;25;20;0.5;14;40.09;7
1359;25;20;0.5;14;42.40;7
1360;25;20;0.5;14;43.76;7
1361;25;20;0.5;14;40.05;7
1362;25;20;0.5;14;39.31;7
1363;25;20;0.5;28;48.65;7
1364;25;20;0.5;28;46.78;7
1365;25;20;0.5;28;47.99;7
1366;25;20;0.5;28;50.73;7
1367;25;20;0.5;28;49.56;7
1368;25;20;0.5;28;45.66;7
1369;25;50;0.4;7;26.24;1
1370;25;50;0.4;7;29.86;1
1371;25;50;0.4;7;31.05;1
1372;25;50;0.4;7;30.23;1
1373;25;50;0.4;7;31.84;1
1374;25;50;0.4;7;33.16;1
1375;25;50;0.4;14;38.68;1
1376;25;50;0.4;14;44.14;1
1377;25;50;0.4;14;44.42;1
1378;25;50;0.4;14;45.39;1
1379;25;50;0.4;14;37.50;1
1380;25;50;0.4;14;38.26;1
1381;25;50;0.4;28;41.56;1
1382;25;50;0.4;28;46.33;1
1383;25;50;0.4;28;44.59;1
1384;25;50;0.4;28;46.64;1
1385;25;50;0.4;28;45.83;1
1386;25;50;0.4;28;51.48;1
1387;25;50;0.4;7;32.10;5
1388;25;50;0.4;7;30.97;5
1389;25;50;0.4;7;32.19;5
1390;25;50;0.4;7;33.42;5
1391;25;50;0.4;7;30.42;5
1392;25;50;0.4;7;33.37;5
1393;25;50;0.4;14;45.28;5
1394;25;50;0.4;14;42.67;5
1395;25;50;0.4;14;45.69;5
1396;25;50;0.4;14;40.69;5
1397;25;50;0.4;14;41.75;5
1398;25;50;0.4;14;37.80;5
1399;25;50;0.4;28;48.48;5
1400;25;50;0.4;28;53.27;5
1401;25;50;0.4;28;47.95;5
1402;25;50;0.4;28;52.99;5
1403;25;50;0.4;28;52.61;5
1404;25;50;0.4;28;53.48;5
1405;25;50;0.4;7;31.09;6
1406;25;50;0.4;7;35.15;6
1407;25;50;0.4;7;34.05;6
1408;25;50;0.4;7;31.88;6
1409;25;50;0.4;7;31.84;6
1410;25;50;0.4;7;31.78;6
1411;25;50;0.4;14;43.57;6
1412;25;50;0.4;14;38.35;6
1413;25;50;0.4;14;42.34;6
1414;25;50;0.4;14;41.52;6
1415;25;50;0.4;14;45.52;6
1416;25;50;0.4;14;44.23;6
1417;25;50;0.4;28;56.02;6
1418;25;50;0.4;28;49.49;6
1419;25;50;0.4;28;52.51;6
1420;25;50;0.4;28;49.09;6
1421;25;50;0.4;28;51.65;6
1422;25;50;0.4;28;53.06;6
1423;25;50;0.4;7;38.33;7
1424;25;50;0.4;7;32.68;7
1425;25;50;0.4;7;33.80;7
1426;25;50;0.4;7;33.88;7
1427;25;50;0.4;7;30.88;7
1428;25;50;0.4;7;29.70;7
1429;25;50;0.4;14;45.44;7
1430;25;50;0.4;14;43.18;7
1431;25;50;0.4;14;44.16;7
1432;25;50;0.4;14;46.62;7
1433;25;50;0.4;14;44.40;7
1434;25;50;0.4;14;44.16;7
1435;25;50;0.4;28;54.24;7
1436;25;50;0.4;28;52.77;7
1437;25;50;0.4;28;55.14;7
1438;25;50;0.4;28;53.47;7
1439;25;50;0.4;28;53.70;7
1440;25;50;0.4;28;52.51;7
1441;25;50;0.5;7;26.93;1
1442;25;50;0.5;7;26.69;1
1443;25;50;0.5;7;28.84;1
1444;25;50;0.5;7;29.18;1
1445;25;50;0.5;7;30.47;1
1446;25;50;0.5;7;25.66;1
1447;25;50;0.5;14;38.15;1
1448;25;50;0.5;14;38.56;1
1449;25;50;0.5;14;35.05;1
1450;25;50;0.5;14;34.23;1
1451;25;50;0.5;14;36.68;1
1452;25;50;0.5;14;33.86;1
1453;25;50;0.5;28;42.07;1
1454;25;50;0.5;28;40.68;1
1455;25;50;0.5;28;44.67;1
1456;25;50;0.5;28;42.46;1
1457;25;50;0.5;28;46.37;1
1458;25;50;0.5;28;44.44;1
1459;25;50;0.5;7;28.84;5
1460;25;50;0.5;7;30.56;5
1461;25;50;0.5;7;27.95;5
1462;25;50;0.5;7;29.24;5
1463;25;50;0.5;7;30.15;5
1464;25;50;0.5;7;28.43;5
1465;25;50;0.5;14;33.44;5
1466;25;50;0.5;14;37.81;5
1467;25;50;0.5;14;37.72;5
1468;25;50;0.5;14;38.26;5
1469;25;50;0.5;14;35.31;5
1470;25;50;0.5;14;36.41;5
1471;25;50;0.5;28;40.77;5
1472;25;50;0.5;28;45.90;5
1473;25;50;0.5;28;46.11;5
1474;25;50;0.5;28;42.74;5
1475;25;50;0.5;28;45.76;5
1476;25;50;0.5;28;42.40;5
1477;25;50;0.5;7;26.45;6
1478;25;50;0.5;7;28.22;6
1479;25;50;0.5;7;32.25;6
1480;25;50;0.5;7;31.72;6
1481;25;50;0.5;7;29.24;6
1482;25;50;0.5;7;32.63;6
1483;25;50;0.5;14;41.41;6
1484;25;50;0.5;14;38.84;6
1485;25;50;0.5;14;39.23;6
1486;25;50;0.5;14;40.34;6
1487;25;50;0.5;14;36.44;6
1488;25;50;0.5;14;38.09;6
1489;25;50;0.5;28;44.31;6
1490;25;50;0.5;28;44.28;6
1491;25;50;0.5;28;47.61;6
1492;25;50;0.5;28;46.74;6
1493;25;50;0.5;28;45.48;6
1494;25;50;0.5;28;47.36;6
1495;25;50;0.5;7;30.09;7
1496;25;50;0.5;7;29.13;7
1497;25;50;0.5;7;31.34;7
1498;25;50;0.5;7;29.68;7
1499;25;50;0.5;7;29.89;7
1500;25;50;0.5;7;32.98;7
1501;25;50;0.5;14;38.17;7
1502;25;50;0.5;14;43.07;7
1503;25;50;0.5;14;39.86;7
1504;25;50;0.5;14;36.23;7
1505;25;50;0.5;14;41.69;7
1506;25;50;0.5;14;43.63;7
1507;25;50;0.5;28;53.19;7
1508;25;50;0.5;28;46.78;7
1509;25;50;0.5;28;45.49;7
1510;25;50;0.5;28;49.58;7
1511;25;50;0.5;28;50.57;7
1512;25;50;0.5;28;52.19;7
1513;25;70;0.4;7;32.06;1
1514;25;70;0.4;7;33.24;1
1515;25;70;0.4;7;33.09;1
1516;25;70;0.4;7;31.19;1
1517;25;70;0.4;7;31.97;1
1518;25;70;0.4;7;31.54;1
1519;25;70;0.4;14;42.41;1
1520;25;70;0.4;14;41.99;1
1521;25;70;0.4;14;41.28;1
1522;25;70;0.4;14;43.44;1
1523;25;70;0.4;14;41.25;1
1524;25;70;0.4;14;42.47;1
1525;25;70;0.4;28;47.10;1
1526;25;70;0.4;28;44.19;1
1527;25;70;0.4;28;51.63;1
1528;25;70;0.4;28;50.14;1
1529;25;70;0.4;28;45.88;1
1530;25;70;0.4;28;48.77;1
1531;25;70;0.4;7;34.65;5
1532;25;70;0.4;7;32.12;5
1533;25;70;0.4;7;30.76;5
1534;25;70;0.4;7;33.36;5
1535;25;70;0.4;7;31.13;5
1536;25;70;0.4;7;33.65;5
1537;25;70;0.4;14;43.36;5
1538;25;70;0.4;14;44.68;5
1539;25;70;0.4;14;39.24;5
1540;25;70;0.4;14;39.60;5
1541;25;70;0.4;14;43.76;5
1542;25;70;0.4;14;41.80;5
1543;25;70;0.4;28;47.23;5
1544;25;70;0.4;28;49.33;5
1545;25;70;0.4;28;51.92;5
1546;25;70;0.4;28;49.26;5
1547;25;70;0.4;28;55.12;5
1548;25;70;0.4;28;53.06;5
1549;25;70;0.4;7;38.57;6
1550;25;70;0.4;7;34.83;6
1551;25;70;0.4;7;33.53;6
1552;25;70;0.4;7;35.17;6
1553;25;70;0.4;7;32.84;6
1554;25;70;0.4;7;33.45;6
1555;25;70;0.4;14;44.76;6
1556;25;70;0.4;14;45.49;6
1557;25;70;0.4;14;49.07;6
1558;25;70;0.4;14;41.31;6
1559;25;70;0.4;14;46.66;6
1560;25;70;0.4;14;48.35;6
1561;25;70;0.4;28;53.26;6
1562;25;70;0.4;28;56.12;6
1563;25;70;0.4;28;50.22;6
1564;25;70;0.4;28;56.20;6
1565;25;70;0.4;28;50.80;6
1566;25;70;0.4;28;55.82;6
1567;25;70;0.4;7;31.82;7
1568;25;70;0.4;7;33.25;7
1569;25;70;0.4;7;40.18;7
1570;25;70;0.4;7;36.16;7
1571;25;70;0.4;7;34.85;7
1572;25;70;0.4;7;33.79;7
1573;25;70;0.4;14;47.01;7
1574;25;70;0.4;14;42.37;7
1575;25;70;0.4;14;45.01;7
1576;25;70;0.4;14;44.35;7
1577;25;70;0.4;14;47.46;7
1578;25;70;0.4;14;47.50;7
1579;25;70;0.4;28;55.77;7
1580;25;70;0.4;28;58.73;7
1581;25;70;0.4;28;56.07;7
1582;25;70;0.4;28;55.33;7
1583;25;70;0.4;28;53.76;7
1584;25;70;0.4;28;58.96;7
1585;25;70;0.45;7;28.53;1
1586;25;70;0.45;7;32.51;1
1587;25;70;0.45;7;29.18;1
1588;25;70;0.45;7;30.11;1
1589;25;70;0.45;7;30.79;1
1590;25;70;0.45;7;28.90;1
1591;25;70;0.45;14;36.39;1
1592;25;70;0.45;14;39.16;1
1593;25;70;0.45;14;40.39;1
1594;25;70;0.45;14;41.20;1
1595;25;70;0.45;14;38.60;1
1596;25;70;0.45;14;41.85;1
1597;25;70;0.45;28;45.89;1
1598;25;70;0.45;28;47.09;1
1599;25;70;0.45;28;46.45;1
1600;25;70;0.45;28;41.68;1
1601;25;70;0.45;28;43.52;1
1602;25;70;0.45;28;50.06;1
1603;25;70;0.45;7;31.96;5
1604;25;70;0.45;7;32.11;5
1605;25;70;0.45;7;30.34;5
1606;25;70;0.45;7;31.40;5
1607;25;70;0.45;7;32.04;5
1608;25;70;0.45;7;31.45;5
1609;25;70;0.45;14;39.45;5
1610;25;70;0.45;14;40.17;5
1611;25;70;0.45;14;36.78;5
1612;25;70;0.45;14;45.95;5
1613;25;70;0.45;14;46.12;5
1614;25;70;0.45;14;35.86;5
1615;25;70;0.45;28;49.49;5
1616;25;70;0.45;28;46.90;5
1617;25;70;0.45;28;48.91;5
1618;25;70;0.45;28;47.28;5
1619;25;70;0.45;28;48.77;5
1620;25;70;0.45;28;46.56;5
1621;25;70;0.45;7;31.33;6
1622;25;70;0.45;7;34.92;6
1623;25;70;0.45;7;34.82;6
1624;25;70;0.45;7;33.12;6
1625;25;70;0.45;7;31.44;6
1626;25;70;0.45;7;34.68;6
1627;25;70;0.45;14;42.86;6
1628;25;70;0.45;14;44.07;6
1629;25;70;0.45;14;40.54;6
1630;25;70;0.45;14;45.64;6
1631;25;70;0.45;14;41.67;6
1632;25;70;0.45;14;43.25;6
1633;25;70;0.45;28;51.20;6
1634;25;70;0.45;28;51.31;6
1635;25;70;0.45;28;48.34;6
1636;25;70;0.45;28;51.83;6
1637;25;70;0.45;28;52.44;6
1638;25;70;0.45;28;50.57;6
1639;25;70;0.45;7;31.34;7
1640;25;70;0.45;7;31.75;7
1641;25;70;0.45;7;32.54;7
1642;25;70;0.45;7;31.70;7
1643;25;70;0.45;7;30.92;7
1644;25;70;0.45;7;34.67;7
1645;25;70;0.45;14;40.61;7
1646;25;70;0.45;14;40.94;7
1647;25;70;0.45;14;45.69;7
1648;25;70;0.45;14;48.06;7
1649;25;70;0.45;14;44.80;7
1650;25;70;0.45;14;49.12;7
1651;25;70;0.45;28;49.58;7
1652;25;70;0.45;28;57.13;7
1653;25;70;0.45;28;49.42;7
1654;25;70;0.45;28;54.03;7
1655;25;70;0.45;28;54.52;7
1656;25;70;0.45;28;53.06;7
1657;32;20;0.5;7;24.66;1
1658;32;20;0.5;7;27.33;1
1659;32;20;0.5;7;23.85;1
1660;32;20;0.5;7;27.69;1
1661;32;20;0.5;7;25.17;1
1662;32;20;0.5;7;26.66;1
1663;32;20;0.5;14;29.92;1
1664;32;20;0.5;14;33.26;1
1665;32;20;0.5;14;32.64;1
1666;32;20;0.5;14;32.24;1
1667;32;20;0.5;14;30.41;1
1668;32;20;0.5;14;30.66;1
1669;32;20;0.5;28;36.36;1
1670;32;20;0.5;28;35.84;1
1671;32;20;0.5;28;40.41;1
1672;32;20;0.5;28;38.01;1
1673;32;20;0.5;28;34.32;1
1674;32;20;0.5;28;40.94;1
1675;32;20;0.5;7;26.14;5
1676;32;20;0.5;7;27.65;5
1677;32;20;0.5;7;26.06;5
1678;32;20;0.5;7;25.72;5
1679;32;20;0.5;7;27.70;5
1680;32;20;0.5;7;24.51;5
1681;32;20;0.5;14;36.23;5
1682;32;20;0.5;14;37.49;5
1683;32;20;0.5;14;33.56;5
1684;32;20;0.5;14;32.05;5
1685;32;20;0.5;14;35.48;5
1686;32;20;0.5;14;32.29;5
1687;32;20;0.5;28;43.47;5
1688;32;20;0.5;28;39.02;5
1689;32;20;0.5;28;38.83;5
1690;32;20;0.5;28;42.20;5
1691;32;20;0.5;28;44.73;5
1692;32;20;0.5;28;40.36;5
1693;32;20;0.5;7;29.01;6
1694;32;20;0.5;7;26.73;6
1695;32;20;0.5;7;29.71;6
1696;32;20;0.5;7;26.52;6
1697;32;20;0.5;7;25.99;6
1698;32;20;0.5;7;29.94;6
1699;32;20;0.5;14;35.49;6
1700;32;20;0.5;14;37.15;6
1701;32;20;0.5;14;36.37;6
1702;32;20;0.5;14;36.56;6
1703;32;20;0.5;14;33.54;6
1704;32;20;0.5;14;40.24;6
1705;32;20;0.5;28;44.70;6
1706;32;20;0.5;28;42.30;6
1707;32;20;0.5;28;45.21;6
1708;32;20;0.5;28;39.89;6
1709;32;20;0.5;28;42.44;6
1710;32;20;0.5;28;41.34;6
1711;32;20;0.5;7;29.04;7
1712;32;20;0.5;7;27.47;7
1713;32;20;0.5;7;30.59;7
1714;32;20;0.5;7;26.74;7
1715;32;20;0.5;7;26.95;7
1716;32;20;0.5;7;26.58;7
1717;32;20;0.5;14;36.52;7
1718;32;20;0.5;14;36.89;7
1719;32;20;0.5;14;40.71;7
1720;32;20;0.5;14;35.98;7
1721;32;20;0.5;14;38.27;7
1722;32;20;0.5;14;37.48;7
1723;32;20;0.5;28;43.40;7
1724;32;20;0.5;28;42.53;7
1725;32;20;0.5;28;42.16;7
1726;32;20;0.5;28;41.00;7
1727;32;20;0.5;28;44.88;7
1728;32;20;0.5;28;44.23;7
1729;32;50;0.45;7;27.11;1
1730;32;50;0.45;7;28.40;1
1731;32;50;0.45;7;26.34;1
1732;32;50;0.45;7;29.54;1
1733;32;50;0.45;7;28.04;1
1734;32;50;0.45;7;28.42;1
1735;32;50;0.45;14;34.82;1
1736;32;50;0.45;14;34.91;1
1737;32;50;0.45;14;35.50;1
1738;32;50;0.45;14;38.51;1
1739;32;50;0.45;14;37.31;1
1740;32;50;0.45;14;35.62;1
1741;32;50;0.45;28;42.71;1
1742;32;50;0.45;28;44.37;1
1743;32;50;0.45;28;45.15;1
1744;32;50;0.45;28;43.13;1
1745;32;50;0.45;28;44.06;1
1746;32;50;0.45;28;41.66;1
1747;32;50;0.45;7;29.87;5
1748;32;50;0.45;7;29.07;5
1749;32;50;0.45;7;28.72;5
1750;32;50;0.45;7;30.95;5
1751;32;50;0.45;7;29.01;5
1752;32;50;0.45;7;30.07;5
1753;32;50;0.45;14;33.45;5
1754;32;50;0.45;14;37.69;5
1755;32;50;0.45;14;38.43;5
1756;32;50;0.45;14;40.42;5
1757;32;50;0.45;14;36.82;5
1758;32;50;0.45;14;40.66;5
1759;32;50;0.45;28;42.63;5
1760;32;50;0.45;28;41.91;5
1761;32;50;0.45;28;45.84;5
1762;32;50;0.45;28;46.41;5
1763;32;50;0.45;28;47.98;5
1764;32;50;0.45;28;41.22;5
1765;32;50;0.45;7;29.42;6
1766;32;50;0.45;7;27.87;6
1767;32;50;0.45;7;29.17;6
1768;32;50;0.45;7;31.44;6
1769;32;50;0.45;7;31.27;6
1770;32;50;0.45;7;29.70;6
1771;32;50;0.45;14;38.49;6
1772;32;50;0.45;14;39.90;6
1773;32;50;0.45;14;39.24;6
1774;32;50;0.45;14;39.40;6
1775;32;50;0.45;14;39.47;6
1776;32;50;0.45;14;38.70;6
1777;32;50;0.45;28;47.63;6
1778;32;50;0.45;28;44.16;6
1779;32;50;0.45;28;46.96;6
1780;32;50;0.45;28;48.18;6
1781;32;50;0.45;28;40.53;6
1782;32;50;0.45;28;48.58;6
